"peak_index","seqnames","start","end","width","strand","name","peak_detection"
7382,"chr1",78657610,78658641,1032,"*","chr1:78657610-78658641",6736
7422,"chr1",78907849,78908625,777,"*","chr1:78907849-78908625",2279
7480,"chr1",79671681,79672521,841,"*","chr1:79671681-79672521",2842
7490,"chr1",79714112,79715570,1459,"*","chr1:79714112-79715570",2118
7505,"chr1",79760747,79762155,1409,"*","chr1:79760747-79762155",4523
7507,"chr1",79775862,79776623,762,"*","chr1:79775862-79776623",4210
7598,"chr1",80340199,80341491,1293,"*","chr1:80340199-80341491",8774
7703,"chr1",81624000,81624772,773,"*","chr1:81624000-81624772",2718
7711,"chr1",81744571,81746156,1586,"*","chr1:81744571-81746156",2502
7770,"chr1",82282880,82283909,1030,"*","chr1:82282880-82283909",6108
7773,"chr1",82290821,82292033,1213,"*","chr1:82290821-82292033",7445
7775,"chr1",82316306,82317145,840,"*","chr1:82316306-82317145",5352
7812,"chr1",82577881,82578940,1060,"*","chr1:82577881-82578940",2750
7815,"chr1",82586552,82587641,1090,"*","chr1:82586552-82587641",4148
7816,"chr1",82590078,82590823,746,"*","chr1:82590078-82590823",2615
7820,"chr1",82605698,82607081,1384,"*","chr1:82605698-82607081",2397
7824,"chr1",82617729,82619122,1394,"*","chr1:82617729-82619122",3521
7829,"chr1",82634518,82635245,728,"*","chr1:82634518-82635245",4985
7837,"chr1",82724581,82725480,900,"*","chr1:82724581-82725480",5034
7853,"chr1",82811882,82812436,555,"*","chr1:82811882-82812436",2306
7860,"chr1",82839137,82840370,1234,"*","chr1:82839137-82840370",3835
7881,"chr1",82991859,82992698,840,"*","chr1:82991859-82992698",2171
7892,"chr1",83038012,83038887,876,"*","chr1:83038012-83038887",2112
8060,"chr1",84838704,84840607,1904,"*","chr1:84838704-84840607",7795
8063,"chr1",84851496,84852276,781,"*","chr1:84851496-84852276",2094
8071,"chr1",84871990,84872709,720,"*","chr1:84871990-84872709",2348
8085,"chr1",84934303,84936162,1860,"*","chr1:84934303-84936162",2894
8089,"chr1",84947370,84947950,581,"*","chr1:84947370-84947950",2959
8125,"chr1",85793067,85794943,1877,"*","chr1:85793067-85794943",4548
8141,"chr1",85894423,85895974,1552,"*","chr1:85894423-85895974",3261
8178,"chr1",86059082,86059961,880,"*","chr1:86059082-86059961",4542
8179,"chr1",86064344,86065181,838,"*","chr1:86064344-86065181",4386
8199,"chr1",86154281,86155129,849,"*","chr1:86154281-86155129",5560
8202,"chr1",86175925,86176719,795,"*","chr1:86175925-86176719",2324
8239,"chr1",86303039,86304154,1116,"*","chr1:86303039-86304154",2417
8251,"chr1",86358878,86359998,1121,"*","chr1:86358878-86359998",11851
8267,"chr1",86434122,86435017,896,"*","chr1:86434122-86435017",6492
8270,"chr1",86440460,86443227,2768,"*","chr1:86440460-86443227",9402
8277,"chr1",86470481,86471344,864,"*","chr1:86470481-86471344",2650
8278,"chr1",86472142,86473099,958,"*","chr1:86472142-86473099",2833
8281,"chr1",86487254,86488090,837,"*","chr1:86487254-86488090",9028
8284,"chr1",86491827,86492787,961,"*","chr1:86491827-86492787",1769
8285,"chr1",86497334,86498515,1182,"*","chr1:86497334-86498515",3842
8287,"chr1",86501503,86502045,543,"*","chr1:86501503-86502045",3345
8288,"chr1",86503505,86504852,1348,"*","chr1:86503505-86504852",9445
8289,"chr1",86509480,86509974,495,"*","chr1:86509480-86509974",1956
8293,"chr1",86524946,86525745,800,"*","chr1:86524946-86525745",7930
8294,"chr1",86526032,86526970,939,"*","chr1:86526032-86526970",11136
8295,"chr1",86528106,86528661,556,"*","chr1:86528106-86528661",4182
8297,"chr1",86531975,86532914,940,"*","chr1:86531975-86532914",3650
8307,"chr1",86582320,86583170,851,"*","chr1:86582320-86583170",7835
8323,"chr1",86670265,86671077,813,"*","chr1:86670265-86671077",2062
8325,"chr1",86703447,86704398,952,"*","chr1:86703447-86704398",3245
8377,"chr1",87035540,87037359,1820,"*","chr1:87035540-87037359",2016
8396,"chr1",87173790,87175207,1418,"*","chr1:87173790-87175207",1821
8407,"chr1",87213561,87214818,1258,"*","chr1:87213561-87214818",5547
8433,"chr1",87292565,87293375,811,"*","chr1:87292565-87293375",1966
8434,"chr1",87294050,87295004,955,"*","chr1:87294050-87295004",3672
8439,"chr1",87316515,87317512,998,"*","chr1:87316515-87317512",2977
8440,"chr1",87326700,87327925,1226,"*","chr1:87326700-87327925",6595
8469,"chr1",87509596,87510932,1337,"*","chr1:87509596-87510932",1911
8485,"chr1",87573914,87574444,531,"*","chr1:87573914-87574444",3274
8486,"chr1",87574684,87575444,761,"*","chr1:87574684-87575444",5261
8519,"chr1",87755695,87756590,896,"*","chr1:87755695-87756590",5123
8540,"chr1",87852957,87854508,1552,"*","chr1:87852957-87854508",4411
8550,"chr1",87879653,87880717,1065,"*","chr1:87879653-87880717",3167
8559,"chr1",87908483,87909450,968,"*","chr1:87908483-87909450",2760
8575,"chr1",88007818,88008913,1096,"*","chr1:88007818-88008913",2724
8589,"chr1",88094267,88095782,1516,"*","chr1:88094267-88095782",2567
8611,"chr1",88195763,88196251,489,"*","chr1:88195763-88196251",2270
8613,"chr1",88200336,88201064,729,"*","chr1:88200336-88201064",2218
8614,"chr1",88205523,88206117,595,"*","chr1:88205523-88206117",2004
8620,"chr1",88235918,88236633,716,"*","chr1:88235918-88236633",2189
8625,"chr1",88258686,88259989,1304,"*","chr1:88258686-88259989",2022
8630,"chr1",88277045,88278044,1000,"*","chr1:88277045-88278044",14847
8639,"chr1",88357507,88358571,1065,"*","chr1:88357507-88358571",1958
8642,"chr1",88406391,88407353,963,"*","chr1:88406391-88407353",2540
8662,"chr1",88474590,88476412,1823,"*","chr1:88474590-88476412",5815
8720,"chr1",88701561,88702748,1188,"*","chr1:88701561-88702748",3800
8731,"chr1",88751242,88751942,701,"*","chr1:88751242-88751942",1783
8796,"chr1",89015510,89016336,827,"*","chr1:89015510-89016336",2227
8801,"chr1",89025955,89026642,688,"*","chr1:89025955-89026642",3312
8813,"chr1",89069670,89070923,1254,"*","chr1:89069670-89070923",11679
8852,"chr1",89152341,89153204,864,"*","chr1:89152341-89153204",2177
8921,"chr1",89454228,89455324,1097,"*","chr1:89454228-89455324",5965
8923,"chr1",89456627,89457185,559,"*","chr1:89456627-89457185",1902
8929,"chr1",89473488,89474522,1035,"*","chr1:89473488-89474522",2305
8933,"chr1",89481288,89482311,1024,"*","chr1:89481288-89482311",1805
8965,"chr1",89555246,89556172,927,"*","chr1:89555246-89556172",2086
8978,"chr1",89580153,89581765,1613,"*","chr1:89580153-89581765",2813
8992,"chr1",89646309,89647369,1061,"*","chr1:89646309-89647369",2462
9004,"chr1",89714044,89715249,1206,"*","chr1:89714044-89715249",2608
9027,"chr1",89822283,89823544,1262,"*","chr1:89822283-89823544",2934
9091,"chr1",90111370,90112015,646,"*","chr1:90111370-90112015",2362
9117,"chr1",90203744,90204327,584,"*","chr1:90203744-90204327",3194
9121,"chr1",90209846,90210363,518,"*","chr1:90209846-90210363",2234
9122,"chr1",90212478,90212999,522,"*","chr1:90212478-90212999",2282
9167,"chr1",90334981,90335874,894,"*","chr1:90334981-90335874",2067
9245,"chr1",90603135,90603810,676,"*","chr1:90603135-90603810",4421
9250,"chr1",90650723,90651582,860,"*","chr1:90650723-90651582",1876
9312,"chr1",90962599,90963657,1059,"*","chr1:90962599-90963657",2726
9315,"chr1",90969198,90970050,853,"*","chr1:90969198-90970050",2299
9316,"chr1",90973186,90973972,787,"*","chr1:90973186-90973972",1924
9341,"chr1",91052772,91054352,1581,"*","chr1:91052772-91054352",6787
9391,"chr1",91249853,91250638,786,"*","chr1:91249853-91250638",7793
9402,"chr1",91297919,91298792,874,"*","chr1:91297919-91298792",5398
9404,"chr1",91301290,91302058,769,"*","chr1:91301290-91302058",2464
9427,"chr1",91398104,91399254,1151,"*","chr1:91398104-91399254",4378
9429,"chr1",91412847,91414129,1283,"*","chr1:91412847-91414129",8450
9434,"chr1",91436047,91437199,1153,"*","chr1:91436047-91437199",4163
9438,"chr1",91446075,91446714,640,"*","chr1:91446075-91446714",4470
9442,"chr1",91454557,91454954,398,"*","chr1:91454557-91454954",1761
9443,"chr1",91455700,91456943,1244,"*","chr1:91455700-91456943",5435
9445,"chr1",91459144,91459986,843,"*","chr1:91459144-91459986",9319
9448,"chr1",91465308,91465936,629,"*","chr1:91465308-91465936",2559
9450,"chr1",91482552,91484665,2114,"*","chr1:91482552-91484665",2195
9453,"chr1",91494314,91494992,679,"*","chr1:91494314-91494992",5086
9459,"chr1",91530093,91530898,806,"*","chr1:91530093-91530898",2006
9461,"chr1",91540095,91541144,1050,"*","chr1:91540095-91541144",8699
9594,"chr1",92130359,92131081,723,"*","chr1:92130359-92131081",2567
9608,"chr1",92180153,92181244,1092,"*","chr1:92180153-92181244",12680
9660,"chr1",92473443,92474538,1096,"*","chr1:92473443-92474538",4159
9672,"chr1",92641581,92642393,813,"*","chr1:92641581-92642393",3042
9681,"chr1",92680851,92681621,771,"*","chr1:92680851-92681621",2764
9711,"chr1",92831294,92833165,1872,"*","chr1:92831294-92833165",4200
9729,"chr1",92906787,92907809,1023,"*","chr1:92906787-92907809",7322
9730,"chr1",92910528,92911453,926,"*","chr1:92910528-92911453",4112
9734,"chr1",92934196,92935072,877,"*","chr1:92934196-92935072",9453
9771,"chr1",93159861,93161313,1453,"*","chr1:93159861-93161313",2394
9796,"chr1",93235325,93236953,1629,"*","chr1:93235325-93236953",5676
9806,"chr1",93305627,93306274,648,"*","chr1:93305627-93306274",2292
9809,"chr1",93342672,93344022,1351,"*","chr1:93342672-93344022",9287
9819,"chr1",93444639,93446256,1618,"*","chr1:93444639-93446256",6949
9824,"chr1",93478034,93479472,1439,"*","chr1:93478034-93479472",13266
9825,"chr1",93511640,93512736,1097,"*","chr1:93511640-93512736",9545
9849,"chr1",93635168,93636678,1511,"*","chr1:93635168-93636678",10975
9855,"chr1",93667955,93669596,1642,"*","chr1:93667955-93669596",3676
9860,"chr1",93685478,93687465,1988,"*","chr1:93685478-93687465",4525
9878,"chr1",93754022,93755517,1496,"*","chr1:93754022-93755517",7762
9887,"chr1",93801825,93802338,514,"*","chr1:93801825-93802338",4494
9888,"chr1",93803642,93804651,1010,"*","chr1:93803642-93804651",10050
9890,"chr1",93824833,93825916,1084,"*","chr1:93824833-93825916",7417
9894,"chr1",94035088,94035904,817,"*","chr1:94035088-94035904",2103
9921,"chr1",95313410,95314575,1166,"*","chr1:95313410-95314575",5854
9999,"chr1",97660650,97662488,1839,"*","chr1:97660650-97662488",6992
10014,"chr1",97769579,97770857,1279,"*","chr1:97769579-97770857",7012
10032,"chr1",97926264,97927380,1117,"*","chr1:97926264-97927380",1810
10041,"chr1",97976729,97977706,978,"*","chr1:97976729-97977706",3219
10069,"chr1",98094924,98096115,1192,"*","chr1:98094924-98096115",5507
10071,"chr1",98128642,98130086,1445,"*","chr1:98128642-98130086",2087
10209,"chr1",105114883,105115904,1022,"*","chr1:105114883-105115904",1965
10224,"chr1",105178735,105180024,1290,"*","chr1:105178735-105180024",3566
10253,"chr1",105355601,105357323,1723,"*","chr1:105355601-105357323",3732
10279,"chr1",105663271,105664309,1039,"*","chr1:105663271-105664309",8419
10339,"chr1",105977531,105978279,749,"*","chr1:105977531-105978279",1991
10342,"chr1",105989970,105990974,1005,"*","chr1:105989970-105990974",10744
10343,"chr1",105991169,105991805,637,"*","chr1:105991169-105991805",1996
10345,"chr1",105993893,105994327,435,"*","chr1:105993893-105994327",2001
10389,"chr1",106171211,106172070,860,"*","chr1:106171211-106172070",12160
10477,"chr1",106566312,106567272,961,"*","chr1:106566312-106567272",2652
10482,"chr1",106583403,106584865,1463,"*","chr1:106583403-106584865",2216
10499,"chr1",106629443,106630726,1284,"*","chr1:106629443-106630726",3466
10516,"chr1",106687603,106688694,1092,"*","chr1:106687603-106688694",1934
10524,"chr1",106713810,106714890,1081,"*","chr1:106713810-106714890",4403
10530,"chr1",106758934,106760310,1377,"*","chr1:106758934-106760310",8828
10533,"chr1",106796043,106797088,1046,"*","chr1:106796043-106797088",5137
10576,"chr1",107589760,107590813,1054,"*","chr1:107589760-107590813",1820
10581,"chr1",107638183,107638897,715,"*","chr1:107638183-107638897",1791
10625,"chr1",111864192,111865385,1194,"*","chr1:111864192-111865385",6272
10716,"chr1",118310909,118311805,897,"*","chr1:118310909-118311805",4753
10717,"chr1",118321484,118322199,716,"*","chr1:118321484-118322199",2507
10728,"chr1",118388345,118390322,1978,"*","chr1:118388345-118390322",8235
10749,"chr1",118458892,118460106,1215,"*","chr1:118458892-118460106",7449
10776,"chr1",118613270,118614217,948,"*","chr1:118613270-118614217",2585
10777,"chr1",118627674,118628673,1000,"*","chr1:118627674-118628673",5462
10781,"chr1",118643145,118643925,781,"*","chr1:118643145-118643925",1820
10786,"chr1",118660838,118661636,799,"*","chr1:118660838-118661636",2008
10790,"chr1",118672079,118672818,740,"*","chr1:118672079-118672818",5619
10793,"chr1",118681947,118682792,846,"*","chr1:118681947-118682792",3380
10794,"chr1",118683811,118684242,432,"*","chr1:118683811-118684242",1994
10798,"chr1",118699122,118700060,939,"*","chr1:118699122-118700060",3320
10812,"chr1",118756194,118757110,917,"*","chr1:118756194-118757110",2943
10868,"chr1",118982135,118983464,1330,"*","chr1:118982135-118983464",1893
10879,"chr1",119022222,119022995,774,"*","chr1:119022222-119022995",1866
10887,"chr1",119053388,119054418,1031,"*","chr1:119053388-119054418",2225
10920,"chr1",119209667,119210274,608,"*","chr1:119209667-119210274",2069
10976,"chr1",119492175,119493043,869,"*","chr1:119492175-119493043",2799
10981,"chr1",119504359,119505303,945,"*","chr1:119504359-119505303",8753
10988,"chr1",119522873,119523393,521,"*","chr1:119522873-119523393",2590
10990,"chr1",119525780,119526702,923,"*","chr1:119525780-119526702",4811
10994,"chr1",119540972,119541776,805,"*","chr1:119540972-119541776",3084
11006,"chr1",119602328,119603019,692,"*","chr1:119602328-119603019",2501
11013,"chr1",119637164,119638180,1017,"*","chr1:119637164-119638180",2456
11019,"chr1",119648441,119649322,882,"*","chr1:119648441-119649322",4936
11041,"chr1",119837009,119838029,1021,"*","chr1:119837009-119838029",9468
11055,"chr1",119913003,119913731,729,"*","chr1:119913003-119913731",4038
11065,"chr1",119997122,119998203,1082,"*","chr1:119997122-119998203",2523
11074,"chr1",120024342,120025590,1249,"*","chr1:120024342-120025590",2437
11077,"chr1",120033042,120033932,891,"*","chr1:120033042-120033932",2795
11087,"chr1",120065699,120066839,1141,"*","chr1:120065699-120066839",1976
11089,"chr1",120073034,120073447,414,"*","chr1:120073034-120073447",2151
11090,"chr1",120073672,120074851,1180,"*","chr1:120073672-120074851",5923
11102,"chr1",120109912,120110604,693,"*","chr1:120109912-120110604",1933
11105,"chr1",120115879,120116790,912,"*","chr1:120115879-120116790",3272
11106,"chr1",120120235,120121785,1551,"*","chr1:120120235-120121785",10089
11144,"chr1",120264908,120265794,887,"*","chr1:120264908-120265794",4047
11243,"chr1",121327282,121328463,1182,"*","chr1:121327282-121328463",6022
11259,"chr1",121430882,121432077,1196,"*","chr1:121430882-121432077",4129
11267,"chr1",121463869,121464517,649,"*","chr1:121463869-121464517",3279
11279,"chr1",121567555,121568400,846,"*","chr1:121567555-121568400",3595
11471,"chr1",125407118,125407858,741,"*","chr1:125407118-125407858",1781
11478,"chr1",125434760,125436274,1515,"*","chr1:125434760-125436274",11818
11499,"chr1",125533068,125533981,914,"*","chr1:125533068-125533981",2427
11504,"chr1",125559864,125561742,1879,"*","chr1:125559864-125561742",11590
11514,"chr1",125676521,125677494,974,"*","chr1:125676521-125677494",3243
11615,"chr1",126603885,126605091,1207,"*","chr1:126603885-126605091",2045
11694,"chr1",127204771,127205643,873,"*","chr1:127204771-127205643",5433
11722,"chr1",127260954,127261624,671,"*","chr1:127260954-127261624",2838
11761,"chr1",127397116,127398032,917,"*","chr1:127397116-127398032",3236
11818,"chr1",127723746,127724178,433,"*","chr1:127723746-127724178",1904
11826,"chr1",127773585,127774947,1363,"*","chr1:127773585-127774947",10427
11842,"chr1",127868578,127869412,835,"*","chr1:127868578-127869412",3305
11874,"chr1",128102508,128103966,1459,"*","chr1:128102508-128103966",13208
11890,"chr1",128243885,128245106,1222,"*","chr1:128243885-128245106",6048
11894,"chr1",128303894,128304627,734,"*","chr1:128303894-128304627",1796
11901,"chr1",128359057,128360149,1093,"*","chr1:128359057-128360149",4430
11910,"chr1",128416727,128417775,1049,"*","chr1:128416727-128417775",4113
11936,"chr1",128591791,128592970,1180,"*","chr1:128591791-128592970",2135
12089,"chr1",130462060,130463399,1340,"*","chr1:130462060-130463399",2779
12117,"chr1",130715668,130716416,749,"*","chr1:130715668-130716416",7014
12118,"chr1",130717041,130717863,823,"*","chr1:130717041-130717863",3346
12121,"chr1",130731881,130732347,467,"*","chr1:130731881-130732347",2880
12122,"chr1",130733704,130734396,693,"*","chr1:130733704-130734396",2921
12141,"chr1",130822074,130822789,716,"*","chr1:130822074-130822789",2834
12144,"chr1",130831813,130832881,1069,"*","chr1:130831813-130832881",2849
12197,"chr1",131083269,131084831,1563,"*","chr1:131083269-131084831",2728
12202,"chr1",131096578,131098273,1696,"*","chr1:131096578-131098273",6503
12216,"chr1",131137862,131139153,1292,"*","chr1:131137862-131139153",4330
12218,"chr1",131153131,131153577,447,"*","chr1:131153131-131153577",2367
12240,"chr1",131244795,131246439,1645,"*","chr1:131244795-131246439",3360
12314,"chr1",131526259,131528219,1961,"*","chr1:131526259-131528219",17161
12329,"chr1",131658001,131658695,695,"*","chr1:131658001-131658695",1769
12366,"chr1",131797111,131798007,897,"*","chr1:131797111-131798007",2750
12369,"chr1",131827514,131828761,1248,"*","chr1:131827514-131828761",6527
12376,"chr1",131866804,131868241,1438,"*","chr1:131866804-131868241",4389
12382,"chr1",131910089,131911658,1570,"*","chr1:131910089-131911658",7945
12395,"chr1",131962545,131964103,1559,"*","chr1:131962545-131964103",2898
12398,"chr1",131968805,131969574,770,"*","chr1:131968805-131969574",2635
12401,"chr1",131972175,131973625,1451,"*","chr1:131972175-131973625",2881
12411,"chr1",132007407,132008667,1261,"*","chr1:132007407-132008667",6624
12425,"chr1",132062008,132062794,787,"*","chr1:132062008-132062794",2245
12430,"chr1",132075350,132076341,992,"*","chr1:132075350-132076341",2098
12446,"chr1",132125139,132125962,824,"*","chr1:132125139-132125962",2004
12453,"chr1",132139283,132140120,838,"*","chr1:132139283-132140120",4271
12458,"chr1",132150013,132151862,1850,"*","chr1:132150013-132151862",4076
12502,"chr1",132298326,132299658,1333,"*","chr1:132298326-132299658",2484
12507,"chr1",132310792,132311905,1114,"*","chr1:132310792-132311905",3552
12508,"chr1",132312888,132313321,434,"*","chr1:132312888-132313321",3056
12509,"chr1",132315946,132316529,584,"*","chr1:132315946-132316529",4588
12513,"chr1",132319333,132319870,538,"*","chr1:132319333-132319870",2451
12521,"chr1",132333644,132334608,965,"*","chr1:132333644-132334608",6269
12522,"chr1",132335005,132336005,1001,"*","chr1:132335005-132336005",2460
12523,"chr1",132338088,132338809,722,"*","chr1:132338088-132338809",2303
12530,"chr1",132355201,132356399,1199,"*","chr1:132355201-132356399",5961
12531,"chr1",132367616,132368165,550,"*","chr1:132367616-132368165",1954
12545,"chr1",132390315,132392179,1865,"*","chr1:132390315-132392179",2441
12547,"chr1",132417373,132418315,943,"*","chr1:132417373-132418315",7567
